L,ratio,cfg,mc_step,m2,m4,U,avg_segments_per_site
32,1.06889,0,0,0.034011264604971204,0.003067330272050986,0.17417872163600601,29.1875
32,1.0688888888999999,1,5,0.091537447971611396,0.016781081874365528,0.49863510997034227,25.125
32,1.0688888888999999,2,10,0.050353786333592873,0.0049056431337878448,0.5326097840185493,26.5625
32,1.0688888888999999,3,15,0.053244133573524616,0.0069409251564884998,0.27582406668075654,24.1875
32,1.0688888888999999,4,20,0.14516546051387538,0.030173857887464656,0.78406391490212468,26
32,1.0688888888999999,5,25,0.094869108094101345,0.012946572133333663,0.78075779380443677,25.375
32,1.0688888888999999,6,30,0.1049913607238073,0.015718749082304494,0.78701423846446339,25.25
32,1.0688888888999999,7,35,0.065579079827710496,0.0070535501506448972,0.67993717358624051,26.9375
32,1.0688888888999999,8,40,0.16699694029967463,0.033663002755689078,0.89646031935600212,24.1875
32,1.0688888888999999,9,45,0.086025801904134391,0.014038598806261064,0.55150224345709897,24.25
32,1.0688888888999999,10,50,0.27465418827503119,0.078050124644572366,0.98266584362520015,25.3125
32,1.0688888888999999,11,55,0.095829383494273501,0.017752525050285663,0.53343124954191101,24
32,1.0688888888999999,12,60,0.071264556329769732,0.011083728972324687,0.40878901203260165,26.0625
32,1.0688888888999999,13,65,0.079192103956080145,0.0092269901296505308,0.76435837056095846,26.5625
32,1.0688888888999999,14,70,0.042125969958256813,0.0043896063976823236,0.26321059246529388,25.5625
32,1.0688888888999999,15,75,0.098402821069311933,0.020908290776256971,0.42037374561283219,26.4375
32,1.0688888888999999,16,80,0.034369456392412186,0.0030136135067627729,0.22440669331605151,26.875
32,1.0688888888999999,17,85,0.052825231605785783,0.0052497006516055555,0.55936372191047035,27.5625
32,1.0688888888999999,18,90,0.03436946613364969,0.0028944745430970744,0.2748361718139285,27.1875
32,1.0688888888999999,19,95,0.048755488046291554,0.0052921675397969896,0.38684261276832366,25.375
32,1.0688888888999999,20,100,0.036745580519108985,0.0035485816871171807,0.18594184583982543,27.625
32,1.0688888888999999,21,105,0.04481795460286233,0.0045999958734910511,0.35495281952446694,27.125
32,1.0688888888999999,22,110,0.052641660388137404,0.0070324382213751502,0.23113104463134249,24.625
32,1.0688888888999999,23,115,0.20828744660412699,0.054235399932025224,0.87493287316139323,24.625
32,1.0688888888999999,24,120,0.091660690951745422,0.015719259369546504,0.56451714833203781,25.9375
32,1.0688888888999999,25,125,0.1233922569498495,0.031708126630193997,0.45872660424416195,23.75
32,1.0688888888999999,26,130,0.22902113868639534,0.056972467069515434,0.95689488739821082,25.25
32,1.0688888888999999,27,135,0.10603279102583515,0.015360110551858012,0.81690051259859398,25.75
32,1.0688888888999999,28,140,0.054077413101878476,0.0062748653889166672,0.42714111626789331,25.125
32,1.0688888888999999,29,145,0.064064231170240321,0.0082524584947931134,0.49463881046312341,25.5
32,1.0688888888999999,30,150,0.075095796157119921,0.012891462224066744,0.35701394272514059,25.6875
32,1.0688888888999999,31,155,0.12798755590589869,0.02083986234517908,0.86389419502124443,22.8125
32,1.0688888888999999,32,160,0.055318649640054014,0.0074006348355906745,0.29080640078621067,25.75
32,1.0688888888999999,33,165,0.12174797024105986,0.020151535515725644,0.8202414330223462,25.125
32,1.0688888888999999,34,170,0.32725600585584091,0.10976710790307925,0.9875317367994183,23.625
32,1.0688888888999999,35,175,0.083019631456777626,0.012550190696484147,0.58954449338334092,25.6875
32,1.0688888888999999,36,180,0.075018573278364836,0.011154546411902775,0.50897566605192668,25.9375
32,1.0688888888999999,37,185,0.037555221386629298,0.0035713645714081912,0.23391303533305619,25.5625
32,1.0688888888999999,38,190,0.07394118871909687,0.011690527477271444,0.43086818142980704,26.125
32,1.0688888888999999,39,195,0.15346856796949393,0.03274129066443833,0.80493260231669228,25.5
32,1.0688888888999999,40,200,0.034606690575757479,0.0031457996312967635,0.18664865919829776,26.3125
32,1.0688888888999999,41,205,0.076629665365617619,0.012795961163413173,0.41044524703334434,25.8125
32,1.0688888888999999,42,210,0.049780677404318317,0.0052847441368133481,0.4337172933021165,25.375
32,1.0688888888999999,43,215,0.090509994546599887,0.016472389717941419,0.49461237455231866,25.625
32,1.0688888888999999,44,220,0.024868029057292778,0.0017100680306439782,0.11738692346842466,28.0625
32,1.0688888888999999,45,225,0.026188503735295268,0.0018817452527393999,0.12814104837974,26.875
32,1.0688888888999999,46,230,0.04453660357642536,0.0051981577393988999,0.18965616312430933,26.1875
32,1.0688888888999999,47,235,0.029998673360031088,0.0021092011169915694,0.32811795959275297,27.6875
32,1.0688888888999999,48,240,0.01802658345549786,0.00083875454889394141,0.20944045901939118,27.5625
32,1.0688888888999999,49,245,0.068381217699626337,0.0097206882860528688,0.4605745153184585,26.375
32,1.0688888888999999,50,250,0.086917426557214891,0.013697892433000822,0.59341185186408696,24.8125
32,1.0688888888999999,51,255,0.055439436051784162,0.0075893795158358864,0.26536476391009289,26.625
32,1.0688888888999999,52,260,0.051345253634241549,0.0045097255648870078,0.64469795306044142,27.5625
32,1.0688888888999999,53,265,0.0227395807142214,0.0013150921921412349,0.22836843871883761,28.5
32,1.0688888888999999,54,270,0.1639721673878945,0.034851808540575749,0.85188055795193596,26
32,1.0688888888999999,55,275,0.056120359418937601,0.0066875862278028622,0.43830808159729456,26.875
32,1.0688888888999999,56,280,0.062679610069643704,0.0071008454270284115,0.59629332281984126,26.5
32,1.0688888888999999,57,285,0.031595703897475173,0.0024338109540505831,0.28100822437376005,27.625
32,1.0688888888999999,58,290,0.045635825492569421,0.0050718382620689338,0.28234690067801149,28
32,1.0688888888999999,59,295,0.026121204824608186,0.0018965561042769692,0.11020965688941647,24.625
