L,ratio,cfg,mc_step,m2,m4,U,avg_segments_per_site
32,1.2,0,0,0.050284046175049689,0.0042899338797380464,0.65167909416193659,29.125
32,1.2,1,2,0.016699002713423242,0.00077626849955685887,0.10812287659468134,30.875
32,1.2,2,4,0.011073086574518835,0.00034831018111498965,0.079638857696088527,32.4375
32,1.2,3,6,0.016447347035286494,0.00069342443469091563,0.2183264158703549,33.0625
32,1.2,4,8,0.014087028091070534,0.00055324908451952041,0.10603475126049122,30.875
32,1.2,5,10,0.012984160852565641,0.00046155161171713825,0.13112906567817817,30.875
32,1.2,6,12,0.027985070724107872,0.0020016038756267328,0.22210456123524053,30.25
32,1.2,7,14,0.032580479837052576,0.0026334056383716816,0.25956842378039285,29.4375
32,1.2,8,16,0.018277388759260379,0.00092976688839373775,0.10839563827200727,30.9375
32,1.2,9,18,0.02482761752585784,0.0015931783200157047,0.20769715781495979,30.1875
32,1.2,10,20,0.030545495561545059,0.0019023292712576194,0.48056076542891218,31.9375
32,1.2,11,22,0.022733822744016783,0.0012377685153461397,0.30253039984833163,32
32,1.2,12,24,0.019750552227822332,0.0010513114512012655,0.15245612891112748,29.8125
32,1.2,13,26,0.09326865419288477,0.014026525492601319,0.69378905593972218,29
32,1.2,14,28,0.033933697135324896,0.0025742471832135789,0.38221599229018799,30.75
32,1.2,15,30,0.014464245304447903,0.0005725095741157555,0.1317634078110877,30.75
32,1.2,16,32,0.021665638211260933,0.0012421645930822984,0.17685884851457057,32.4375
32,1.2,17,34,0.013054555101448205,0.00045881183006101162,0.15389027989144732,33.6875
32,1.2,18,36,0.012993072864328648,0.00045887479453241508,0.14093427633039646,32.0625
32,1.2,19,38,0.014028279427049562,0.00055471907609010596,0.090599927712257888,31.6875
32,1.2,20,40,0.01561618436764238,0.00065905645600392894,0.14872803168213611,32
32,1.2,21,42,0.02041040198920855,0.0010095182765004209,0.28833915590295306,33.6875
32,1.2,22,44,0.012582505100286405,0.00044096436087063699,0.10735871755644555,32.1875
32,1.2,23,46,0.045884366038226446,0.0037750669167269453,0.60346925537320573,31.9375
32,1.2,24,48,0.013866205698234645,0.00054525644511688425,0.082067570966864956,31.875
32,1.2,25,50,0.01168318030528007,0.00038961925831486902,0.072788746996732268,32.6875
32,1.2,26,52,0.0084125428727150776,0.00019460902449180403,0.12507693042716117,35.375
32,1.2,27,54,0.0089028318393391918,0.00022992001200080269,0.04959116288818638,34.5
32,1.2,28,56,0.017365009021663651,0.00078798098544692087,0.193420874095664,30.3125
32,1.2,29,58,0.012760695356307607,0.00044626153424905481,0.12971539878852834,34.3125
32,1.2,30,60,0.010063660745188286,0.00029323242376226989,0.052328519875389723,31.375
32,1.2,31,62,0.01488001014852439,0.00059010722825098352,0.16741633941458672,33.1875
32,1.2,32,64,0.010552665062327101,0.00030173854752298741,0.14519593277501552,32.3125
32,1.2,33,66,0.016404191349990896,0.00065960133520811864,0.27441940135112958,32.25
32,1.2,34,68,0.012928241383339303,0.00046459859230952802,0.11014661391099001,32.5
32,1.2,35,70,0.025964110880196144,0.0017063480397589289,0.23441676846299248,31.8125
32,1.2,36,72,0.020477642903683518,0.0011188142655579041,0.16596240461313272,33.1875
32,1.2,37,74,0.011254306630429737,0.00035789532800710206,0.087174430388089419,32.25
32,1.2,38,76,0.013583582371565355,0.00052413132387795836,0.079695449866994339,31.125
32,1.2,39,78,0.010643509029830163,0.00031594980055751372,0.10550030376654279,33.4375
32,1.2,40,80,0.014760456748630253,0.0006031910971055598,0.11571556992696047,31.5625
32,1.2,41,82,0.028474504719164354,0.001832381221841658,0.37001291635969885,32.1875
